username	name	status	ya/tidak	kategori
Giladiskon	Giladiskon Indonesia	"Smartphone & Gadget Super SALE, Diskon hingga 50%,Info--> https://t.co/5yR0OKof7S"	ya	elektronik
kulinaID	Kulina	November Hujan Diskon Rp 75rb u/ semua menu di #Kulina | Cuma sampai hari ini. Buruan! #diskon #catering #Jakartaâ€¦ https://t.co/aHtCGkgLNx	ya	kuliner
lazypotatou	super sambal wannabe	@unrobotic IYALAH pake go-pay pula jadi diskon 40% all hail diskonan.	tidak	
tokocamzone	Tokocamzone	PROMO TOKOCAMZONE CAB. BEC BANDUNG!!! Dapatkan Diskon Rp 100.000 Setiap Pembelian Mirrorless Sony beserta Adapter!â€¦ https://t.co/iXJD0SQMy5	ya	elektronik
AulDini	DiniAulia	always proud to be ur friend. pagi ini di mobil dengerin mamameme ngasih diskon 10% dari radio. ihiy~ https://t.co/Uu1mzfyYtV	tidak	
binusiancard	BINUSIAN Card	"HI BINUSIAN, hanya dengan menunjukkan BINUSIAN Card Flazz kamu bisa mendapatkan diskon 43% di @SnowBayID https://t.co/j4ey5aJCpX"	ya	lain-lain
namjsoul	joo	sale=diskon https://t.co/fcqd5W2Uud	tidak	
AlmaPutri55	almaputri	@elzattahijab di purwakarta kok ada diskon kak?	tidak	
Ms_Rheia	Rheia Leanore. A	@pIincesrl HecateUks itu udh diskon msih minta beliin..ðŸ˜…	tidak	
riza_fun	Mandanya Nizam H	"BISMILLAH,, HARGA BARU UNTUK RESELLER Handsock HARGA ECER 20.000 1 Lusin diskon 20% (16000) 1 Kodi diskon 25%... https://t.co/nMMzcRlCBq"	ya	fashion
kartudanamon	Kartu Danamon	Diskon 15% untuk all item dgn @kartudanamon di Bateeq Trans Studio Mall s/d 31-Jan-17 info 1 500 090.SKB	ya	lain-lain
Muliabantul	MULIA TOSERBA BANTUL	Dapatkan diskon dan hadiah menarik dalam pembelian susu di konter susu Mulia Toserba Bantul	ya	kuliner
IrvanNandang	IG : nandang_irpan	RT @alfacartID: Hari Senin Waktu Belanja Pakai @KartuKreditBCA Dapat DISKON 15% Ketik Kode Voucher BCACART15 .Check >> https://t.co/X0shfZ7â€¦	ya	lain-lain
shownuish	onu	@yoonaaish kalau beli 10 +1 terus diskon 1%	tidak	
Talalalili	Tralalalili	@Bukalapak_Care promo cimb niaga diskon 30rb kok belum bisa yah ?? padahal pembelian lebih dari 100rb dan mencoba metode pembayan cimb niaga	tidak	
efviel	efviel	Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/PzkY7NqOtE ##diskon #ollshop #shoping	tidak	
katalogpromosi	katalogpromosi	SUZUYA SUPERSTORE PROMO GEBYAR ANNIVERSARY Diskon hingga 50% https://t.co/dWnM2BxuSK	ya	lain-lain
katalogpromosi	katalogpromosi	https://t.co/oRwAGToHp5 Promo Extra Diskon Rp 50.000 untuk Pembayaran Menggunakan KREDIVO https://t.co/LE6jWwVGBn	ya	lain-lain
ShoesCleanMKS	IG: ShoesCleanMks	Promo diskon 50.000 is back ! â€¢ Minimal membawa 3 pasang di seluruh outlet @shoescleanmks danâ€¦ https://t.co/qw7K9O589T	ya	fashion
iradioBJM	90.1 FM iradio BJM	"I-Listeners, yuk mampir ke @novotelbanjar ada diskon 20% untuk Spa Nanang&Galuh. info lebih lanjut lihat dibwh iniâ€¦ https://t.co/h4anjp4Yg5"	ya	kecantikan
viitaeh_	Mphii	@Hollyswgar diskon ea lah diskon	tidak	
DiskonPlus	Exclusive Card	dapatkan diskon 10% di #seaworld #ancol #jakarta #indonesia dengan menggunakan FlipFLop Exclusive card https://t.co/PO57jcvTNU	ya	wisata
misteraladinID	Mister Aladin	"Diskon hotel s.d 50%, cashback s.d Rp1JT & potongan s.d Rp500rb tiket pesawat s.d 27 Nov. CEKâ€¦ https://t.co/eiVzV1FXtm"	ya	wisata
ryuvelis	yuziâ­	@kteviyung sedia jasa bapak penghulu kok murah diskon besok mau masalan	tidak	
rika_iika	Rika Siti Sya'adah	sophie diskon 80% Tuhan tolong lindungi aku dari godaan diskon yg terkutuk. Harus nabung buat hedon di februari ðŸ˜©	tidak	
gmyesaya	Yesaya A Silalahi	diskon belanja di https://t.co/JraeF6Ymxv dg menggunakan kode voucher:ZBAPZG47 #fashion #diskon #voucher #belanja	ya	lain-lain
GreenNitrogen	Green Nitrogen	Mau dpt diskon 50% untuk isi baru 2 ban motor atau 4 ban mobil sekaligus? Unduh aja vouchernya. GRATIS kok!â€¦ https://t.co/LIriv4pGfl	ya	otomotif
mooienterprise	Mooi Net	Jual voucher game online / kode Google Play. Diskon murah. Gamers only. BBM 74843A66.	tidak	
kartudanamon	Kartu Danamon	Diskon 30% Makanan dgn @kartudanamon di D'Nine Steak JL Arif Rahman Hakim s/d 31-Dec-16 info 1 500 090.SKB	ya	kuliner
katalogpromosi	katalogpromosi	WATCH WORLD Plaza Senayan GRAND Opening Promo Diskon hingga 50% + cicilan 0% hingga 12 bln dgn Kartu Kredit MANDIRI https://t.co/tU6Ecpgcsi	ya	lain-lain
susupeninggibdn	Peninggi Badan Alami	Boss_Iklan #PENINGGIBADANALAMI #NHCP #ZINC pertumbuhan keatas. dapatkan diskon khusus 082121708858 / 2215F955	ya	kecantikan
asfiaz23	A's Fiaz	"RT @imamdarto: Yooottt, semuanya naik UBERMOTOR yuukksss, minggu ini lagi diskon 50% pake kode promo JKTMOTOSEP19 muraaah banget!"	ya	lain-lain
ACMI1899	AC Milan Indonesia	"âš½ FANS BERAT MILAN harus punya dua produk terbaru MILAN ini DISKON bagi yang ikut PREORDER ini up to 33%, jangan... https://t.co/pmJwNxmRCf"	ya	lain-lain
iradiobdg	iradiofm bandung	"Popok Bayi Fitti 2,5kali lebih kering | diskon hingga 70% di https://t.co/Jq5xB7l5Y5 mulai tgl 11Nov'16. Info: Join Facebook Fitti Indonesia"	ya	lain-lain
kopirelo	IG : kopirelo	Belanja Kopirelo Coffee di @tokopedia dan dapatkan diskon 10% all items! Kapan lagi? https://t.co/3OK4pn62a4 https://t.co/OFIDKfCAAY	ya	kuliner
tiket	Tiket.com	Kalau 1 malam diskon Rp. 100.000. 3 malam diskon jadi Rp. 300.000. Menginap di kota pilihan lebih hematâ€¦ https://t.co/7AzdsYOO8y	ya	wisata
RM_Torani	Rumah Makan Torani	Diskon 10% untuk follower torani masih berlaku sampai waktu yang belum di tentukan :) https://t.co/iGKLBBRdPu	ya	kuliner
katalogpromosi	katalogpromosi	HOLLAND BAKERY Diskon hingga 20% dengan MANDIRI FIESTAPOIN berlaku sd. 31 Agustus 2017â€¦ https://t.co/9lUejvBGys	ya	kuliner
MRahmat604	Mamat Rahmat	@YouthZone46 Selamat pagi Min yuk nikmati Diskon 10% dengan Kartu BNI khusus buku terbitan Kompas Gramedia #BNIPromo	ya	buku
denyjackrose	Deny Jackrose	Diskon 90% untuk Semua Produk di https://t.co/VjrW8xMPjk ambil kupon disini https://t.co/uYRRKg4VfW #Discount	ya	lain-lain
katalogpromosi	katalogpromosi	https://t.co/eOW4vjhmJ8 HUJAN DISKON up to 85% off tanggal 09-23 November 2016 https://t.co/IbO7joLBH8	ya	lain-lain
dameriaoctavia	Miss viia	"Suka deg2an buka web FM. Eau De Parfume FMnya diskon lagi nihh, wahh senangnya berbisnis parfume. Badan wangi, dompet ikutan wangi :)))"	tidak	
lisnaeko	Lisna Eko[Omah Ungu]	"Rencananya hari ini ke surabaya sambil buka jasa titip buku gramedia diskon. Qadarullah ada yang sakit, jadi... https://t.co/T5iYw2yc0J"	tidak	
JackStarsoc	Jackstar Resto&Cafe	Hai guyss... Promo baru untuk KARYAWAN! Dicatet untuk nanti siang yaðŸ˜ diskon 10% lho.. #JackStar https://t.co/wAEndku0Cr	ya	lain-lain
harioo	Rio Yudhistira	"Asli, letih + lelah liat Paul Heyman... Mukanya boros kek emak2 liat diskon"	tidak	
SopDurenLodaya	Sop Durian Lodaya	Kemarin ketinggalan #DISKON 50%?? Tenang Masih Ada #DISKON 50% di #CabangDipatiukur Bandung... https://t.co/PqpPQ5H0pG	ya	kuliner
anyeskinaryasih	SARIYANI	RT @LazadaID: Jangan lewatkan promo menarik dari Vicenza dan dapatkan diskon hingga 60% di #LazadaID https://t.co/tktMvSUQqG #CeritaBelanjâ€¦	ya	lain-lain
katalogpromosi	katalogpromosi	https://t.co/qxNJxEG2Z1 BCA MONDAY ePromo! Ekstra Diskon 15% dengan Kartu Kredit BCAâ€¦ https://t.co/A8eZz5kJ62	ya	lain-lain
MbahJerseyID	Jersey GO	"Ada Yang Diskon juga nih !, Mau tau? Simak ya ~"	tidak	
Otokotoktekek	R T N ?	"Di cek yuk parfumnya diskon mulai 30% , 40%, 50% , wanginya tahan lama.. Sekali semprot bisa tahan 12jam lhoh,... https://t.co/oMxfMw1iQM"	ya	kecantikan
AldoWilhem	Aldo	RT @jurnascom: Tata Motors tawarkan diskon pembelian suku cadang @TataMotorsID #otomotif https://t.co/EEWKG51YfY https://t.co/uprcNl3stf	ya	otomotif
katalogpromosi	katalogpromosi	https://t.co/qxNJxEG2Z1 BCA MONDAY ePromo! Ekstra Diskon 15% dengan Kartu Kredit BCA https://t.co/1KG2bYcEZn	ya	lain-lain
detik_topi	TRUSTED SELLER	#topi #MLB #import #snapback #baseball #topimurah #murmer #diskon #keren #swag #jual #bboy #selfie #ootd #styleâ€¦ https://t.co/t3KX74RcIY	tidak	
courtsindonesia	@courtsindonesia	"Memiliki elektronik&furnitur impian semakin mudah di Festival Cicilan Courts! Nikmati cicilan ringan, tambahan diskâ€¦ https://t.co/VYDS9cPFc5"	tidak	
radatime	RaDa Time Jam Tangan	"Koleksi Terbaru, Hugo Boss 1512921 diameter 4,4cm. Diskon 20% kini hanya Rp 798.333/bln, cicilan 0%. Hanya... https://t.co/BAjG7mYlpa"	ya	fashion
bio88healthymat	BIO 88 HEALTHYCARMAT	". . Pembelian KARPET MOBIL BIO 88 FULLSET periode Oktober, GRATIS Ongkir + DISKON 20% + GRATISâ€¦ https://t.co/q7ImMlywNy"	ya	otomotif
Penerbit_BIP	Penerbit BIP	Pakai kartu BNImu utk belanja buku BIP di Gramedia ya. Ada diskon 10% sampai 30 November ini. https://t.co/w7Hov43PEn	ya	buku
radatime	RaDa Time Jam Tangan	"Koleksi Terbaru, Hugo Boss 1512921. Diameter 4,4cm. Diskon 20%.Hanya tersedia 1pc/model. Order?â€¦ https://t.co/e3Ayvek4fb"	ya	fashion
pastagio_banjar	PastaGio Jogjakarta	Diskon (potongan harga) -100rb dinner /ultah pada senin - jumat u/ follower snapchatâ€¦ https://t.co/qok57dN8mW	ya	kuliner
MallOfIndonesia	Mall of Indonesia	"belum sempat sarapan? yuk mampir ke @feliksbukit di Lobby 7 @mallofindonesia ada diskon 30% lho,â€¦ https://t.co/eha6wwFGc2"	ya	kuliner
88hokii88	hoki88	"Main togel online dengan DISKON TERBESAR Diskon 2D = 29,75% 3D = 59,5% 4D = 66% Semua hanya ada di https://t.co/WH42JTcIRZ Pin BB : 2B261E83"	ya	entertainment
efviel	efviel	Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/gAnqdBT7J2 ##diskon #ollshop #shoping	tidak	
Giladiskon	Giladiskon Indonesia	"Promo Super mantapÂ @BreadtalkIndoÂ Â Diskon hingga 25%,Info-->Â https://t.co/N7t4w2up8y"	ya	kuliner
pinkvelvet_id	Pink Velvet Shop	"Hello beautiful! Ini dari bot @pinkvelvet_id >//< Follow instagram kami @pinkvelvet.id yuk! Diskon besar""an untuk semua brand ^-^"	ya	lain-lain
babyzaniaID	Babyzania.com	PROMO!! Diskon sampai 14% + gratis Handuk Terry Palmer untuk pembelian 2 pack produk Mustela tertentu. Cek diâ€¦ https://t.co/Jr6LncGCMw	ya	lain-lain
WinPoin	WinPoin	"Byk dijual dgn harga 145 â€“ 250 ribuan, khusus hari ini Xiaomi VR Mi Play dijual dgn harga 129 ribuan saja https://t.co/JuHsY3TlzX"	ya	elektronik
DiskonPlus	Exclusive Card	Diskon 25% di @waterboom max untuk 4 orang/hari T&C apply https://t.co/i0il3u0Ya3	ya	wisata
bio88healthymat	BIO 88 HEALTHYCARMAT	. . Karpet Mobil Bio 88 Sienta/Rush/Terios/Innova/Pajero Diskon 30% (3Baris+Bagasi) Rp.â€¦ https://t.co/pKViGQHLMx	ya	otomotif
traveloka	Traveloka Indonesia	"Setiap hari, #Traveloka punya diskon hotel dan tiket pesawat reguler. Ini dia promonya https://t.co/2vqRTnHPTm https://t.co/TVNE0gDe9r"	ya	wisata
deeaspa	Ditha A Sudarto	Oriflame Pure Colour Pressed Powder-Light (Harga DISKON Nov 2016: 34.900; order: via DM/PinBB:5E925D1D) https://t.co/pgiAlZlfCR	ya	kecantikan
FU_BBH	beha 'ã……'	@FU_lau89 naik grab diskon ðŸ˜‚ðŸ˜‚	tidak	
psd_lovers	PSD Lovers Official	"Ada kabar gembira utk para calon yg mau menjadi reseller PSD,kita adakan diskon besar, penasaran? ayo ketahui selengkapnya CP: 087822177785"	ya	lain-lain
deeaspa	Ditha A Sudarto	Oriflame Pure Colour On The Go Lipstick-Desert Rose (Harga DISKON Nov 2016: 23.900; order: via DM/PinBB:5E925D1D) https://t.co/0i577N1mAz	ya	kecantikan
deeaspa	Ditha A Sudarto	Oriflame Pure Colour On The Go Lipstick-Coral Rose (Harga DISKON Nov 2016: 23.900; order: via DM/PinBB:5E925D1D) https://t.co/GsoRho0U8e	ya	kecantikan
Idcloudhostcom	IDCloudHost	Diskon 30% pembelian Hosting di IDCloudHost Stock Terbatas - Promo Hingga 30 November 2016 https://t.co/0DWHClNQRj https://t.co/iICoGSkARW	ya	lain-lain
Giladiskon	Giladiskon Indonesia	Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/qzzplseaQB #diskon	ya	wisata
deeaspa	Ditha A Sudarto	"Nah, buat yang kemaren belum sempet beli, bulan November ini keluar lagi dengan harga diskon."	tidak	
khairinadiar	Irin	@falla_adinda @chachathaib yoi diskon mapuluhnya cuma berlaku utk pembelian dua sepatu. *pergi ke sency*	tidak	
autobridalrent	RENTAL MOBIL &BISNIS	"Add #lineofficial di @autobridalrent (dengan@-nya ya),dapatkan info&diskon #sewa menarik & Kunjungi website kami di https://t.co/Bdmxh0wSGy"	tidak	
Abrentcarjateng	ABRentCar JawaTengah	"Add #lineofficial di @autobridalrent (dengan@-nya ya),dapatkan info&diskon #sewa menarik & Kunjungi website kami di https://t.co/0kUbySv4NM"	tidak	
JRadio917FM	J Radio Banjarmasin	"Diskon 50% hanya dgn repost gambar ini via Instagram, tag n mantion ke @chicknrollBjm https://t.co/ApkxpYeVYy"	ya	lain-lain
PringsewuTegal1	PringsewuTegal Resto	Selamat Siang Sobat Resto Pringsewu Tegal Makan di Pringsewu bayar pakai kartu kredit maupun debit dapat diskon... https://t.co/aqOPqeoEo3	ya	kuliner
bio88healthymat	BIO 88 HEALTHYCARMAT	. . Karpet Mobil Bio 88 Sienta/Rush/Terios/Innova/Pajero Diskon 30% (3Baris+Bagasi) Rp.â€¦ https://t.co/f0KyVjQSis	ya	otomotif
OriflamesID	oriflame ID	Diskon Nutrishake cuma 370ribu perak penawaran terbatas!!! buruan @cumiklan @apaajaiklan @iklan2jam @iklanin	ya	kecantikan
PolytronIndo	Polytron Indonesia	"Asyik! Hari ini Polytron Zeromatic Belleza Diskon Rp 200.000,- dan cicilan 0% 12 bulan. https://t.co/k8ZvLkMMWb https://t.co/PcKI6TmUpM"	ya	elektronik
Info_DigitalJKT	Info Digital	"Butuh tayangan hiburan beredukasi & informasi yg lengkap? Nexmedia, praktis tanpa parabola! DISKON up to 30% ! Klik https://t.co/GHO5DFJqcV"	ya	entertainment
oshoptv	OSHOP TV	YES! Ini dia jawabannya. Bunda bisa dapat diskon hingga 73%+23%. Klik https://t.co/ToCw7clSA7! #KunciBahagiaâ€¦ https://t.co/CTM3V7mTdV	ya	lain-lain
bio88healthymat	BIO 88 HEALTHYCARMAT	. . Karpet Mobil Bio 88 Hyundai H-1 Diskon 30% (Fullset+Bagasi) Rp. 2.240.000 Harga Normal Rpâ€¦ https://t.co/MWdBEztTev	ya	otomotif
sportdeca	Sportdeca.com	Ceriakan harimu dengan kaos kaki dari Happy Socks! Dapatkan diskon 10% off untuk semua produk. Beli online di:â€¦ https://t.co/XDdbxFf9sQ	ya	fashion
doremindo	Doremindo Agency	Pathlab Indonesia Lab. Pemeriksaan Kesehatan Singapura Sejak 1952 Dapatkan diskon 50% + 20% Email:... https://t.co/m9cbycveTT	ya	lain-lain
LazadaID	Lazada.co.id	Jangan lewatkan promo menarik dari Vicenza dan dapatkan diskon hingga 60% di #LazadaID https://t.co/tktMvSUQqGâ€¦ https://t.co/6cNlQXShPh	ya	lain-lain
DINOMARKET	DINOMARKET.com	SALE ! Wrench with Multipurpose Combination Socket 40 Pcs Diskon 55% Hanya 79rb. Klik https://t.co/mYA5HdcCw7â€¦ https://t.co/nA8cHkmnus	ya	properti
VIPPlazaID	VIP Plaza	#seninitu Belanja bareng Temen! Shop More Save More! Diskon belanja IDR50K kode â€œMORE50â€ di siniâ€¦ https://t.co/770wBl6VHJ	ya	lain-lain
mustang88fm	Mustang 88.0 Jakarta	Asyik! Dapet diskon 50rb* dari @orami_id pk kode ORAMI-MS50. Buruan cuma utk 300 org pertama! T&C apply ya. KLIK >â€¦ https://t.co/pGMbbmuPPb	ya	lain-lain
QtelaSnack	Qtela Snack	"Buruan ke @Indomaret krn setiap beli Qtela Ubi Ungu 45 gr, kamu akan mendapatkan diskon Rp1000/Pack. Promo 1-30 Nov. #SaatSeruQtela"	ya	kuliner
Indomaret	Indomaret	Dapatkan iKupon diskon tiap beli token PLN atau bayar iuran BPJS kesehatan di Indomaret periode November 2016.â€¦ https://t.co/5LJcG05oO3	ya	lain-lain
VIPPlazaID	VIP Plaza	Shop More Save More! Diskon belanja IDR50K dengan kode â€œMORE50â€ di sini https://t.co/q7tdYk7B88 #Senin #Promoâ€¦ https://t.co/LHXCHHaQLD	ya	lain-lain
fiendmerch138	Fiend Merch	Fiend Merch: November Coming Fire! Diskon untuk pembelian rilisan fisik sampai awal Desember mendatang. Jangan dileâ€¦ https://t.co/17TF1Dd7xF	ya	lain-lain
izza21_	Izzaa Eliza	RT @alfacartID: Hari Senin Waktu Belanja Pakai @KartuKreditBCA Dapat DISKON 15% Ketik Kode Voucher BCACART15 .Check >> https://t.co/X0shfZ7â€¦	ya	lain-lain
MP_IPJI	Media Partner IPJI	Wuauw !!! Ada diskon produk kesehatan hingga 20 persen diÂ MatahariMall https://t.co/58V6sS5Crw	ya	lain-lain
CakMisbah_	Cak Misbah	Workshop hypnosis and hypnotherapy | 26-27 Nov 2016 | Diskon special STEP-hypnotherapy | Info: 083114683618 https://t.co/KfHC2o7qGb #eventâ€¦	ya	lain-lain
khairinadiar	Irin	@chachathaib @falla_adinda diskon mapuluh persen. ðŸƒðŸ»â€â™€ï¸	tidak	
brilionet	BRILIO	Salut untuk pedagang sayur ini. Ia memberikan contoh akan cinta lingkugan kepada para pembelinya. https://t.co/tsQZKGTtwe	tidak	
awpwebanimator	Adhitya Wibawa Putra	Diskon luar biasa. Wkwkkww [pic] â€” https://t.co/UIlAOwHkCc	tidak	
SolusiNews	Solusi News	#SolusiNews Wuauw !!! Ada diskon produk kesehatan hingga 20 persen di MatahariMall https://t.co/98j1ojG3BM	ya	lain-lain
DewiOk	Dewi Ok	GRATIS ONGKOS KIRIM dan Voucher Belanja senilai 50.000 dari Kami. Diskon 19.000-90.000 order via Website kami.... https://t.co/e7hBhaZATc	ya	lain-lain
katalogpromosi	katalogpromosi	https://t.co/CGmlXxX19m Promo Exclusive For Citibank Credit Card Holders Diskon Rp 100.000 semua Rute & Maskapai* https://t.co/xWHggykJDA	ya	wisata
eventsurabaya	Event Surabaya	Workshop hypnosis and hypnotherapy | 26-27 Nov 2016 | Diskon special STEP-hypnotherapy | Info: 083114683618 https://t.co/gXSpkoyqGk	ya	lain-lain
katalogpromosi	katalogpromosi	POPOLAMAMA DISKON 10% dengan Kartu Kredit BCA berlaku setiap hari Senin-Jumat https://t.co/NTUDdecZ58	ya	lain-lain
katalogpromosi	katalogpromosi	https://t.co/4TAftAX2nJ BCA E-MONDAY PROMO! Diskon hingga 80% + Voucher Diskon 50% https://t.co/9IUeEAI2ty	ya	lain-lain
katalogpromosi	katalogpromosi	https://t.co/qS1tVFESDr BCA Monday e-Promo! Diskon 25% Off Dengan Kartu Kredit BCA https://t.co/PI0sMqvgp7	ya	lain-lain
BaeZazat	DUKI	wisata	ya	wisata
GilaPromoDotCom	GilaPromo	#onlineonly #diskon Alfacart Promo Senin Hemat - Diskon Rp. 100.000 https://t.co/g6YOFHKZHq	ya	lain-lain
katalogpromosi	katalogpromosi	"COURTS MEGASTORE Promo Cicilan Courts, Dapatkan tambahan diskon hingga 40% tanggal 15-21 November 2016 https://t.co/D9jzSAWT9G"	ya	lain-lain
katalogpromosi	katalogpromosi	COURTS Promo DISKON GEDE-GEDEAN untuk TV Layar Lebar periode 17-21 November 2016 https://t.co/t4QbBPZT3R	ya	elektronik
WowHumor	Humor Indonesia	RT KiosGrosirRajut: Rajut ariel Rp 95rb *beli banyak dapat diskon SMS/WA: 081320713323 LINE: HAZ6835F (pakai@) https://t.co/g3lCsMfIgr â€¦	ya	fashion
WowHumor	Humor Indonesia	RT KiosGrosirRajut: Monaco Rp 95rb *beli banyak dapat diskon SMS/WA: 081320713323 LINE: HAZ6835F (pakai@) https://t.co/VEpTtXuWEx #Asg	ya	fashion
WowHumor	Humor Indonesia	RT KiosGrosirRajut: Maroko Rp 65rb *beli banyak dapat diskon SMS/WA: 081320713323 LINE: HAZ6835F (pakai@) https://t.co/4J21L15dB6 #Asg	ya	fashion
serbapromosi	SerbaPromosi	Promo BCA di A&W Diskon 30% untuk 3 jenis Burgerâ€¦ https://t.co/vQhxyIDwBI #BCA #FoodBeverages #KartuKredit #awrestorant #bca #SerbaPromosi	ya	kuliner
serbapromosi	SerbaPromosi	Promo BCA Diskon 10% di RS Bethsaida Hingga 31 Mei 2017 https://t.co/eoYvUtxfdD #BCA #KartuKredit #bca #november2016 #promobca #SerbaPromosi	ya	lain-lain
serbapromosi	SerbaPromosi	Promo BCA Diskon 30% di AUDY DENTAL Hingga 14 April 2016 https://t.co/LU4SsHZEpn #BCA #KartuKredit #bca #promodiskon #SerbaPromosi	ya	lain-lain
RiedwanJacks	åƒ•ã¯	"dan Pascabayar) 4. Bayar Telefon dan Speedy Jangan ragu yaah agan-agan, kalau sering transaksi di ane, ane kasih DISKON deh (4/6)"	tidak	
ecogreenpark	Eco Green Park	Kamu bakalan dapat diskon 25% kalo beli tiket pake kartu BTN https://t.co/tgRFUhAOGR #ecogreenpark	ya	wisata
chndrprsd	M. Chandra Persada	Perusahaan Louis Vuitton membakar barang dagangannya yg tdk terjual sehingga tdk akan dijual dengan harga diskon.	tidak	
bliblidotcom	Blibli.com	#MondayMomsDay hari ini mommies bisa beli mulai dari mainan si kecil sampai gadget dgn diskon sampai 70%!â€¦ https://t.co/rI5eIA5y47	ya	lain-lain
leadoraaa	Leadora Nurrahma	Untuk diskon 20.000 Masih berlaku ya hari iniðŸ’ƒðŸ» Dan Gratis ongkos kirim untukâ€¦ (w/ Luisa & Lidia_bony) [pic] â€” https://t.co/sPHrgJVjW6	tidak	
hijupline	Jual Hijab Alila	"SALE!! SALE!! BIG SALE!!! ðŸ™ŒðŸ™ŒðŸ™Œ Hijab Alila Banjir Diskon, alias ALILA FAIR ONLINE ada lagiiâ€¦ https://t.co/YnPe2GoEHs https://t.co/ndeybnl9d6"	ya	fashion
MallOfIndonesia	Mall of Indonesia	"cari sarapan enak? yuk mampir ke Washoku Sato MOI Lobby 7 pagi ini, sarapan ala jepang dan pas banget ada diskon 30â€¦ https://t.co/HPNITTbwfk"	ya	kuliner
DINOMARKET	DINOMARKET.com	Dengar musik favoritmu dgn Yamaha Speaker. Clearance Sale Diskon Hingga 75%. Klik https://t.co/YB5bug3nOWâ€¦ https://t.co/j9Wrw0TZHS	ya	elektronik
elzattahijab	elzattahijab	"Hi Fams. Dapatkan diskon hingga 50%+10%+10% hanya di elzatta Jepara, Jl. Kolonel Sugiono no 286 C Kauman Jepara https://t.co/tCDWlRCHmm"	ya	fashion
AdyFahima	#ICC4israhell	"Pas Banget, Headset VR Xiaomi Mi Play Sedang Diskon! https://t.co/qvEeW6ctBF #Kabari"	ya	elektronik
AdaDiskon	AdaDiskon.com	Hunting sepatu olahraga Nike incaranmu dengan diskon hingga 15% ini! Cek https://t.co/nGzOy9L7UT	ya	fashion
tokoedukasi	TokoEdukasi[dot]com	"#FBO2016 kembali hadir kali ini lebih rame, ada 70+ e-commerce dgn diskon hingga 90% dan kejutan lainnya cekâ€¦ https://t.co/cgGjuhkYSl"	ya	lain-lain
Giladiskon	Giladiskon Indonesia	"Promo Sembako & Belanjaan murah @bliblidotcom Diskon hingga36%,Info--> https://t.co/Nn4tzlz65X"	ya	lain-lain
mooienterprise	Mooi Net	Jual voucher game online facebook credit. Diskon murah. Gamers only. BBM 74843A66.	ya	entertainment
Randycotok1	Randy Oktavia	"Soulmates VIP room karokean. Jln. by pass, depan pom bensin (0752) 32506.Bukittinggi . untuk hari ini dikasih diskon."	ya	entertainment
tiket	Tiket.com	Mau dalam atau luar negeri? Terbang kapan saja bersama Air Asia bisa dapat diskon Rp. 100.000â€¦ https://t.co/edEMDQlm97	ya	wisata
SimonJufr	simon jufr	"RT @DB_Sinarmas: Berikan mainan yang berkualitas sibuah hati, Nikmati diskon 30% di TOYS KINGDOM, bayar dg Pay By QR Bank Sinarmas, https:/â€¦"	ya	lain-lain
juventinimaniac	Yosapath Tambunan	RT @AngkasaPura_2: Dapatkan diskon 30% dan 50% dari produk Polo di Bandara Internasional Soekarno-Hatta #smileairport #T3UntukIndonesia httâ€¦	ya	fashion
Tokokristiani	Tokokristiani.com	Hiasan Dinding #Scroll #Kristiani.. Grab it now.. Diskon 10% https://t.co/j5LOylS1EZ	ya	lain-lain
jawabarat_info	Jawa Barat INFO	"#iklan: Jasa Desain Interior Terbaik & Berkualitas. Dapatkan Diskon, Bonus dan Harga Special dari kami https://t.co/WGEOYHbBQo"	tidak	
FU_BBH	beha 'ã……'	28 diskon 70% berapaaaa jawab ceoattt	tidak	
burupromo	Buru Promo	Diskon 10% Beli Tas di https://t.co/wPWIrLklw3 https://t.co/AVueLWUPyf #Kota #Mall #PakaiandanAksesoris #Produk	ya	fashion
seohynnie	ì„œí˜„ à¦”	@gdyura19 jngan diskon kasian dn nya/? (ï½¥à¸±Ï‰ï½¥à¸±) Pagi yura jngan lupa bagi eonni eskrim ne '-')r	tidak	
Info_Hotels_ier	Info Hotels-Hotelier	RT @Dealspromo: #hotel #di #batam Dapatkan #diskon https://t.co/oqafSvAQ0b #promo Terbaik dipesan disini: https://t.co/Co1hvvgrkA httpsâ€¦	ya	wisata
BethSinaga	Beth Meryane Sinaga	Promo Online.. diskon besar2an..	tidak	
Info_Hotels_ier	Info Hotels-Hotelier	RT @Rubrys: #diskon #hotel #booking #murah #batam Pilih Hotel via https://t.co/QWijbW7Wgd #pesonaindonesia Cepat Hemat klik: https://t.coâ€¦	tidak	
BPTRIJAYAPLG	BP TRIJAYA 87.6 FM	"New post: Sambut Hari Guru, Diskon 50 Persen Paket Servis Lengkap di Astra Motor Sumsel https://t.co/xn3FD9827k"	tidak	
nusa_website	Nusa Website	Diskon Black Friday untuk Cloud Mining Terpercaya https://t.co/1Pfpu67YID https://t.co/VCHRF1ONCL	ya	lain-lain
