username	name	status	kategori
jehoptwt	Jehop	"khanbinIkon: smartfrencare: IfanUya05 Utk promo diskon pembelian perangkat 4G LTE Smartfren sesuai smsnya, utk ceknya dengan ketik LTE kiriâ€¦"	elektronik
lagniaeppe	Myoui Mina. Â²Â¹	"Mahal banget, oppa. Ngga ada diskon? https://t.co/ReOOKjGWd6"	
Giladiskon	Giladiskon Indonesia	"Promo-Promo Special @AirAsiaId gebyar Diskon + Harga Special ,Info-> https://t.co/DU5cBws1tj"	wisata
Terttiia	Tertia Lude	Siapkan Dirimu! Hong Kong Berikan Diskon Gila-gilaan Untuk Wisatawan Sambut Musim Dingin https://t.co/xp3bnILJxr via @TribunTravel	lain-lain
marthasasongko	martha sasongko	"Kapan lagi bisa dapat diskon 10% untuk booking hotel dari https://t.co/6Za7yTIyI4? Caranya mudah, share promo ini! https://t.co/DNt6b4Oktp"	wisata
djhoemadie	Joemadie82	"Joma topflex indoor, buruan gan..seri terbaru,hanya di @waroengbola . Rp 879rb masih diskon jadi 749rb. https://t.co/qKP3g9drT4"	fashion
chynditan1	cindytan	@afgansyah_reza Promo Hangat https://t.co/u5L4cZLLsz : Diskon Sampai 65% #bintangbola #sportbook #togel #pokerâ€¦ https://t.co/Lo8sOPCy0z	lain-lain
mediacenter_pb	PB-PGRI	https://t.co/vJK3By1ZaO	
RumahUsaha	wallpaper dinding	"Produk Diskon, Toko Interior Malang, 100rb per roll 0821-3267-3033 https://t.co/GQ9fyl2P93"	properti
Iqbaeldiafakhri	el	@endiraaptr gratis lah masa diskon doang	
endiraaptr	end	@Iqbaeldiafakhri private inggris sn bang sm gua diskon lah boleh	
katalogpromosi	katalogpromosi	THE BODY SHOP Promo Diskon 20% untuk pembelian limited edition body product edisi Christmas dengan Kartu MANDIRI https://t.co/zQ0sCCGs4j	kecantikan
Ahmmmm235	A P R I A N S	"Kalau saya dapat diskon ya itu hak saya dong,kalau saya gak dapat diskon juga gpp,yg penting saya bayar sesuai tariâ€¦ https://t.co/pzyuo9UftC"	
FransiskanesKUH	ì¹´ë¥´ í‹°ì¹´	@mytapradita uwe suda tau kaks althea itu... gua cc ke ngana karena ada diskon laneige itu	
mytapradita	MYTA	"@FransiskanesKUH jgn bilang km baru tau althea? itu kan emang diskon semua barangnya, cuma kena ongkir dr korea kalau di bawah 300k"	
Hemat_Liburan	Liburan Hemat	Nikmati Promo of The Week booking hotel murah di Indonesia diskon s.d 67% https://t.co/LyCHBWgEDa #PromoHotel #HotelMurah #Liburan #Hotel	wisata
Soel_Orthello	Samsoel Arifin	"Belanja di @Alfamart adalah solusi belanja dengan hemat, apalagi ditambah diskon 10% dariâ€¦ https://t.co/JWA9eyMedR"	lain-lain
DirtyJulian	disty julian	"Awalnya buku Tentang Kamu ini gw pikir roman biasa. I was wrong. Ini orang daya imajinasinya sinting. Beli gih, mumpung diskon di Gramed."	
taetaey_ss	ê¹€íƒœì—°	"@ftislchoi hahahahaha~~ ya kan katanya cantiiik~~ kasih diskon dong buat yg cantik~~ u,u do aegyo?? https://t.co/TKsV4kFYNi"	
wildanyahuza	wey	@lanaanajma @ZeanElhamasBai opo? mangan diskon 100%? ayok budalkan :'3	
taetaey_ss	ê¹€íƒœì—°	"RT @ftislchoi: @taetaey_ss anjir ni nunna, udah nyoba roman2 gtu malah ujung2nya minta diskon wkwk, do your aegyo maybe he'll give us discoâ€¦"	
Giladiskon	Giladiskon Indonesia	"Peralatan & Perlengkapan Rumah Tangga Special Promo Diskon 70%,Info-> https://t.co/tA48g5lCQh"	tidak
AdaDiskon	AdaDiskon.com	Cari tempat arisan atau kumpul bareng teman? Cobain Warung Lombok! https://t.co/71kECZ1Ita	
efviel	efviel	Promo diskon murah hanya di https://t.co/kMjEWHglGI #bukalapak https://t.co/p3xKPQl4Lr ##diskon #ollshop #shoping	lain-lain
dorika75	dorika	"RT @DB_Sinarmas: Nikmati diskon 30% furnitur favorit kamu di Informa, bayar dengan Pay By QR Bank Sinarmas, download aplikasi https://t.co/â€¦"	properti
bukuasyik	Buku asyik	"PO periode 2. Diskon 15% Serendipity, Rp 75.650 (normal Rp 89.000). Order hub salah satu kontakâ€¦ https://t.co/lhvQsruw9c"	lain-lain
dorika75	dorika	"RT @DB_Sinarmas: Berikan mainan yang berkualitas sibuah hati, Nikmati diskon 30% di TOYS KINGDOM, bayar dg Pay By QR Bank Sinarmas, https:/â€¦"	lain-lain
spininactreb191	Faith Hemmings	"RT @MFitraNurdians1: Semua bilang bagus, semua bilang bisa sukses, semua kasih diskon #KorbanOdong2"	
xxseme	Seo In Guk	"@Tout_est_noir ada yg lg diskon. Uniqlo x theory,ada yg bagus..eh namanya sale. Size L rata2 abis"	
fariz1234	KamiTetapAhokâœŒKTA.	"RT @tajaliarif74: @fariz1234 @Lewinhery @WahhabiCC @GustiKenArok @angelmaximilan moga dapat diskon, lumayan.. mau gak tuh mas lewi.. dpt orâ€¦"	
Rhyzkia_Lee	Rhyzkia Rosyidd	"@bni biar bisa dpt info diskon belanja dg kartu Debit BNI,tdk bnyak potongan, jg trdpt vitur VCN BNI #BNITaplus https://t.co/XWgIzbe9Ew"	
Giladiskon	Giladiskon Indonesia	"Belanja Tanpa Ribet dengan gebrakan diskon hingga 75%,Info->https://t.co/xdDMX6M8XT"	lain-lain
andrirsd	andri kurniawan	"RT @rizalandri: Kesel adalah udah puas beli sepatu di blibli diskon jadi sejutak, ehtadi lihat di planet sports, harga sepatu yang sama udaâ€¦"	
nufazee	IG @nufaz3e	RT @duniaeni: Buat yang penisirin sama #maduanak bikin #anaklahapmakan @GrowNHealth Ada diskon 10â„… loh buat madunya..mau tahu infonya?	kuliner
AdaDiskon	AdaDiskon.com	Diskon 20% beli minuman bubble tea favorit di hop hop https://t.co/j42Oq5hKml	kuliner
Giladiskon	Giladiskon Indonesia	"Elektronik Clearance Sale @Mataharimallcom dengan diskon hingga 91%,Info->https://t.co/PuJz03z3ow"	lain-lain
TR_Kjunhoe97	Junhoe	@jexnheejin bayar dong.tapi diskon deh	
rezacurvanord	reza F tanjung	RT @VaingloryID: KAMU YANG MENGENDALIKAN HARGA! RT sekarang dan beritahu temanmu untuk meningkatkan diskon Black Friday #Vainglory. https:â€¦	
katalogpromosi	katalogpromosi	https://t.co/Goq109Y3iX Road to Harbolnas 2016 - Estafet Sale! Nikmati Diskon hingga 85% tanggal 21-25 November 2016 https://t.co/DK1RMHQS5L	lain-lain
Abdulmt91	Mas Abdul	"@IM3Ooredoo @IndosatCare info dong, apakah masih ada diskon berlangganan @SpotifyID premium u/ pengguna #FreedomCombo ?"	
salshazuhriyah	Salsha Zuhriyah	RT @Dear_Connie: Cowok juga nggak ngerti kenapa diskon dan obralan di mall itu menggairahkan. Mereka juga bingung kenapa manusia harus selaâ€¦	
satriyous	â•°satriyotunggulaâ•¯	@EncikSyek yaudah jangan bangun pagi mending bangun rumah aja harga semen sama batako lagi diskon nih ðŸ˜ðŸ˜‚	
tajaliarif74	Tajali #NoHoax	"@fariz1234 @Lewinhery @WahhabiCC @GustiKenArok @angelmaximilan moga dapat diskon, lumayan.. mau gak tuh mas lewi.. dpt order jd korlapðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚"	
joSULIRVAN	Follow @ZoneINS	Ber-Iklanlah Sekarang dan dapatkan Paket dan Diskon Menarik!!	
Giladiskon	Giladiskon Indonesia	"Exclusive brand super promoÂ @MatahariMallComÂ Â dengan diskon hingga 70%,Info->Â https://t.co/9lrXo9VIZe"	lain-lain
AdaDiskon	AdaDiskon.com	2 Promo pilihan main hemat di Water Kingdom https://t.co/53oZXRUKA0	wisata
limiordy	limiordy	"AYOO.. DAPATKAN SEGERA ""KOMIK JAGO JUALAN"". komik terlaris di indonesia. buruan PRE ORDER SEKARANG (19-22 NOV 2016)â€¦ https://t.co/EKTG3CPFrl"	buku
githapewe	PEWE	@TimHuruHara @Wkopicorner mbung atuh ðŸ˜ž sok meuli 10 diskon 1 wkwkw	
KiOSTiX	KiOSTiX	#KiosTIXNews: Spesial Diskon Buat Kamu #kiosTIX #makeitexciTIX https://t.co/4dzvvsOnLK https://t.co/ePyGs8lbKn	
lovesyul	Heaven	APA?! haiyaa... Diskon lah diskon mau? https://t.co/mlLBlyOqbR	
TriWahyuHS	Tri Wahyu Hadi S	Diskon memperburuk kondisi dompet	
putciput	Stefany Putri	Kepuasan batin kalau barang yang dibutuhkan eh malah diskon. Butuh ya bukan ingin ðŸ˜‰ðŸ˜‰	
vntamaya	Vania N Tamaya	"RT @Bellanahs: Coba aja, mana ada cewek yang bisa sebentar kalo belanja. Apalagi ada diskon."	
Giladiskon	Giladiskon Indonesia	"Mega Fashion Clearance Sale Diskon hingga 75%,Info-> https://t.co/ohAAdyLn2Y"	fashion
AdaDiskon	AdaDiskon.com	Makan sushi sepuasnya di Poke sushi diskon hingga 30% https://t.co/4Crgk9xZYm	kuliner
putri71926444	putri	"RT @gojekindonesia: Nikmati diskon 40%, dan rasakan kemudahan, kenyamanan, keamanannya menggunakan GO-CAR. Download sekarang! https://t.coâ€¦"	wisata
Hotel2Murah	Hotel Murah	Nikmati Promo of The Week booking hotel murah di Indonesia diskon s.d 67% https://t.co/alFMGq6RYG #PromoHotel #HotelMurah #Liburan #Hotel	wisata
kimjsuo	JISUUUU.	"mau dunga cyin, diskon ga?? https://t.co/jQsWb8wdYP"	
mug_ajaib	Mug Ajaib	Diskon AJAIB! Mug Ajaib SEBESAR 25% !!! Hanya berlaku dari tanggal 21 Nov 2016 - 23 Nov 2016 #diskon #promo	rumah tangga
Ndahfirr	indah	"RT @d_crepes: Dcrepers, promo tgl 20 kembali lagi lho! Diskon 2rb utk menu savory. Yukk mampir ke outlet Dcrepes :) #Dcrepes20th https://t.â€¦"	kuliner
txcmin	Taemin â˜•ï¸	@Cafe_Ent nyarinya yg diskon doang	
tinxkeu	GD	93haneulina: smartfrencare: lanhudiee Mba Tara jk ingin gunakn kuota malam silakn di pukul 01:00 s/d 06:59 WIB dn diharuskn melakukn diskonâ€¦	
unbeautiy	jeongjoo ã…‡ kanevâœ¿	@awkiddie @yeodja94_ @zinbgf @Tffyhwang @chaeyyx_ @Yocjis @iJihunkr padahal gua dah kasi diskon lo	
Randycotok1	Randy Oktavia	"Soulmates VIP room karokean. Jln. by pass, depan pom bensin (0752) 32506.Bukittinggi . untuk hari ini dikasih diskon."	
Redaksi_Ortax	Ortax	Dapatkan diskon 20%++ untuk pembelian Akselerasi PPh 21 dan E-Faktur CSV Creator https://t.co/DXj9YhATmZ	lain-lain
yutaandme	Sarah	@dimplesjae terus itu yuta sama ty dapet diskon beli iphone 7 di konter hp nya chenle ðŸ˜ðŸ˜	elektronik
wahyu_winoto	wahyu winoto	"Sepatu gaya, cari di https://t.co/g2nZISCtKU #diskon"	fashion
MarwindaSpd	winda spangba	Keistimewaan Kartu kredit Bank Mega anda dimanjakan dengan--> â™¡Diskon tambahan 10% setiap hari atau cicilan 0%-6... https://t.co/2gxbZtjhpg	lain-lain
AdaDiskon	AdaDiskon.com	Diskon 50% beli menu kesukaan di Crepe Signature https://t.co/Dc9NeHq7QY	kuliner
Hemat_Liburan	Liburan Hemat	Pesan #Hotel di #Malang via https://t.co/jMcMrSKZ7n lebih murah >> https://t.co/OqI2m66RsQ #Penginapan #HotelMurah #Diskon	wisata
ceramah_id	ceramahmotivasi.com	Beli di sini : https://t.co/Xp0Mf1xHbv #hp #handphone #xiaomi #samsung #smartphone #diskon #discount #murah https://t.co/9RbHQFezoc	elektronik
Debby_Djumanta	Debbot Dâ“™â“¤â“œâ“â“â“£â“	RT @ozradiobandung: Download & Register @Uber_IDN SEKARANG! Dapatkan diskon 50% di perjalanan pertama! Gunakan kode promo: OZRADIOBDG httpsâ€¦	wisata
rorosyurayah08	Roro Syurayah	RT @iBoxIndonesia: Berikan perlindungan terbaik untuk iPhone kesayanganmu. UAG casing Diskon 20% ! https://t.co/otpF7VBWQT	lain-lain
duniaeni	Eni Martini	Wiiiw diskon...asyik nihðŸ˜ https://t.co/803cdltgV9	
riasnurulsuci	rias nurul suci	"Dapet notif diskon dr olshop. Mikir krn tgl tua. Tp ttep dibeli. Ya,jgn menyia nyiakan diskon. -Wanita-"	
tky_dahyun	Kiku!ðŸ¶	"(cont.) keramaian. ""... Sebuah diskon bahan pangan besar-besaran sampai satu minggu ke depan?! Wuahã…¡!"" Kilatan kecil tampak pada (cont.)"	
_plukz	Yanuar Mustahar.	@NitaSellya solusi https://t.co/Xhe9tDsi2d	
Giladiskon	Giladiskon Indonesia	"Promo Tampil MumukauÂ @LazadaIDÂ Â Diskon hingga 70%,Info->https://t.co/Ybx4w7fqM9"	lain-lain
agungrsaputroo	Agung R.Saputro	Belanja pintar termasuk pantau diskon di webnya juga kan mas?hehehe https://t.co/9YMP0GJyVV	
supeostars	A.	banyak diskon banyak gratisanðŸ˜Œ (at Sunrise Mall) â€” https://t.co/ZWLSNen7uJ	
penandpaw	Pen&Paw	Pen & Paw menjual kaos-kaos branded dan murah2.. DISKON 10% untuk ALL ITEM!! buruan add 2256EA97 ##penandpaw	fashion
akbar_mochamad	Akbar Mochamad	"di aplikasi @ACEIndonesia #wisatapenuhgaya promonya bnyk dari diskon hingga buy 1 get 1, tentunya dgn kualitas yg super #travelgoals"	lain-lain
Fajarardiansah9	Fajar ardiansyah	"RT @okezonenews: Beli Mobil di Burtok, Auto2000 Beri Diskon Rp85 Juta https://t.co/mnKPJrv0Z1 https://t.co/wIkSt7pn0f"	otomotif
txcmin	Taemin â˜•ï¸	"@Cafe_Ent mahal itu, lagi ga ada diskon"	
prakosobimo_	PrakosoBimo	RT @hotradero: @fauherklots Airbus sedang coba ngasong A380 ke GA. Harga diskon. Nggak feasible load regulernya. Cuma feasible buat angkutâ€¦	
rlalicey	qisay	Diskon ya a https://t.co/it7Dw3UV89	
chan_aini99	chan.aini	"hehehe, bener nih, teman sejati itu ga akan minta diskon kalo beli barang sama kita, malah terkadang suka... https://t.co/4PnTY9dC4H"	
PalembangInfo_	PalembangInfo_	"Sambut Hari Guru, Diskon 50 Persen Paket Servis Lengkap di Astra Motor Sumsel https://t.co/Ms0aGFutX3"	otomotif
eunseowl	Leony	@Prof_Steward ada diskon ya(?)	
kaskusjualbeli	KASKUS Jual Beli	"Belanja gak ribet tambah diskon gede-gedean cuma di KASKUS, Gan! https://t.co/egDkCi4WOY https://t.co/1vnUqFuuuP"	lain-lain
kickchickcloth	KICKCHICK CLOTH	"Close order guys.. See you tomorrow dan jangan lupa order karna masih ada diskon 30% all items, stock terbatas... https://t.co/YuJ6BlrBHF"	fashion
GoGrabSport	IG= GoGrabJersey	DISKON!! JAKET REAL MADRID BIRU NAVY 15/16 SISA SIZE M IDR 120rb AJA SMS/WA 081904422835 BBM 27DA89AE https://t.co/qnYCM0Wr5o	fashion
knkpark	ì¡¸) ìŠ¹ì¤€	@hsinbey98 kalo pake kartu timezone dapet diskon gak	
noumnae	YÅ«dachiã€‚	"@redlipxtick ""Hehehehe. Jarang-jarang diskon telur disana. Ayo sebelum kehabisan."" Gandeng tangannya."	
XLadas	XL Kota Palembang	Nikmati promo diskon 20% setiap pembelian paket ComboXtra Untuk pembayaran menggunakanâ€¦ https://t.co/Y16wMHkIqP	lain-lain
VerraViandra	Verra Viandra	"Sambut Hari Guru, Diskon 50 Persen Paket Servis Lengkap di Astra Motor Sumsel https://t.co/lvgRuCT7Ta https://t.co/l6JSEjvy4R"	otomotif
AG98SINB	SIIIIIIIIIINB.	beli resepnya di sinbimart. lagi diskon besar-besaran sebesar unni nih! >_< https://t.co/4JOFdPb8Y4	
katalogpromosi	katalogpromosi	Dâ€™GREEN KAYON Diskon 60% kamar dari harga Publish dengan Kartu Debit dan Kartu Kredit DANAMON https://t.co/9jzxuMSyIp	wisata
Giladiskon	Giladiskon Indonesia	"Gadget & Electronic SALE Diskon hingga 77%,Info-> https://t.co/57AXIsgXaT"	elektronik
jngkook9	Kookie	@kukioppa kupon diskon burger king sayang:( mayan:(	
WDZG	WADEZIG!â„¢	"Ngapain nunggu diskon, gabung jadi #WadezigCrowd dapetin member card + Disc All Items u/ pembelanjaan di @WDZG https://t.co/B5kCnzDUrD"	lain-lain
UdaToil	Uda Lauko	"Jumat, 18 November 2016 Dari : uda Untuk : @kejucoklatt Mayan diskon wkwkwk"	
tanudi	tanudi kiman	"RT @CikalAksara: Memperingati International Children's Day, 20 Nov. Cikal Aksara memberikan diskon ebook menjadi 9000. https://t.co/RNgfyFJâ€¦"	buku
22JaketDistro	Jaket Distro Bandung	Jaket Jeans Denim Size M L XL Levis Kombinasi Fleece Harga 160rb/pc Jabodetabek free ongkr Beli 2 pcs diskon 20rb https://t.co/cIhXQkuSaE	fashion
Agustina_Jkt	Agustina	"RT @AdaDiskon: Burger chicken sandwich, Mozza, Fish Sandwich A&W diskon 30% https://t.co/eVArUKJE5g"	kuliner
22JaketDistro	Jaket Distro Bandung	Jaket Jeans Denim Size M L XL Bahan Jeans Harga 160rb/pc Jabodetabek free ongkr Beli 2 pcs diskon 20rb https://t.co/uFKiij5DvT	fashion
_bangrizky	M. Rizky Akbar	"RT @undoubtedlife: @romiyooo ðŸ‘¦: Gak mau nyoba varian rasa yang lain mbk? Mumpung lg diskon. ðŸ‘§ : Rasah ditinggal rabi, ada ngak mas? ðŸ‘¦: Nâ€¦"	
AMaulidatinnisa	Aulia Maulidatinnisa	@DwSkm_ dodol kuwii nek kakean diskon ora untung yo bangkrut. Nek konco dikenalno pacar bakal kesautðŸ˜·	
katalogpromosi	katalogpromosi	Promo EVERYDAY SPENDING! Ekstra Diskon hingga 7% dengan Kartu Kredit STANDARD CHARTERED https://t.co/EmwtywyulN	lain-lain
katalogpromosi	katalogpromosi	https://t.co/gRsPy47mr0 Promo Diskon 12% semua hotel dengan Kartu Kredit BCA berlaku sd. 31 Oktober 2016 https://t.co/eT1oNfpu34	wisata
AdaDiskon	AdaDiskon.com	"Burger chicken sandwich, Mozza, Fish Sandwich A&W diskon 30% https://t.co/eVArUKJE5g"	kuliner
feroyzr	Fulyadi Fero	@TokopediaCare diskon pulsa pake mandiri ecash sudah abis vocernya ya min? https://t.co/rP5TOt0Vtt	
noumnae	YÅ«dachiã€‚	"@ShoutOut2Sub ""DISKON TELUR. AYO BELI SEBELUM KEHABISAN."""	
ikemenossan	ãƒ©ãƒƒãƒ† @ sick	@aeilurophile Iya sih kill-able mana dia memang nyarinya mati terus... /yha Segini masih kurang? Udah diskon ini /â€¦ https://t.co/UDo0n34iEe	
nofibenu	Nofi Ferdiyanti Benu	"Salah satu keuntungan jadi #memberOriflame, jajannya lebih irit karna dapet diskon member 23% â™¥â™¥â™¥"	kecantikan
kdri	Kementerian Desain	DISKON 40% [KDRI] ANIMA EXPO Available Size: XS S XL XXL Order : https://t.co/D5lT982h2K SMS/WA: 0878 8603 5125 https://t.co/ShxplyaFWe	fashion
_bbhah	baekhee	dilelang pacar paket lengkap diskon 10% https://t.co/o4YhFmpWTN	
knkpark	ì¡¸) ìŠ¹ì¤€	@hsinbey98 gak ada diskon?	
rhanie_oez	raniyunia ãƒ„	nguber diskon ðŸ˜…ðŸ˜‚ @ Ramayana https://t.co/vEvUueQYor	
perrisaa	Verysha Agustya	Berburu diskon wkwk (at Matahari) â€” https://t.co/X6M3mXs7lT	
TikaTebuLL	Tika Tebul	"Nagihh terusss sama tomyamm kk liza ini,agakkk di diskon ya tokeee ðŸ˜‚ðŸ˜‚ðŸ˜‚ (with Lizza and Ok at Cafe nando) [pic] â€” https://t.co/LlQ4TyvIJ2"	
Giladiskon	Giladiskon Indonesia	"Promo Diskon Fashion Gila-Gilaan hingga 80%,Info->Â https://t.co/V8rfKXftc2"	fashion
katalogpromosi	katalogpromosi	D'PARIS Silver Promo Diskon 20%* dengan Kartu Kredit PERMATA sd. 31 Januari 2017 https://t.co/eADnjan2h8	lain-lain
exowhite	kai	tanya tanya aja lagi diskon di https://t.co/R43cakPV4o	
chayuningtyas	Cahayuningtyas	@Doarth01 wkwkwkw iya nih. btw aku besok interview. doakan yak! wkwkw tp krn km cucunya kan di diskon 10rebu :v	
tiket	Tiket.com	Diskon Rp. 300.000 utk terbang kapan saja ke seluruh destinasi luar negeri pilihan hanya di https://t.co/EpQtQWQqZ6â€¦ https://t.co/J8fEKSFacc	wisata
katalogpromosi	katalogpromosi	MAXIMART Promo FiestaPoin diskon hingga 30%* dengan Kartu Mandiri Periode sampai 31 Des 2016 https://t.co/n5IlZ1g31x	lain-lain
bns_syifa	Abel	Ada diskon! ikut nga luw? â€”Kanjeng Kyra Istikomah X IPS ã€–temen shoppingã€— @bns_vanesha https://t.co/J1mp7FJVRF	
sagitariesbutik	Sagitaries Shop	"Assalamu Alaikum Siapa mau diskon 50%?? Kembaran Sama Putrinya bunda bajunya Bahan : Katun Ukuran Small,... https://t.co/I5n9bLpSPU"	fashion
Himynameisdaus_	DAUS	spesial hari ini BURGER WHATEVER diskon 20% gengs yuhuuðŸ˜‹ðŸ˜‹ visit onâ€¦ https://t.co/nq3BHyrKlv	kuliner
burupromo	Buru Promo	DISKON 80% Berburu Koleksi Fashion di Rococo Plaza Indonesia https://t.co/HrJal1TKZp #Jakarta #Kota #Mall #PakaiandanAksesoris	fashion
Nursing_ID	Indonesia Nursing	"@MatahariMallCom beli sepatu Crocodille padahal ada label diskon 30%+20%, tp kok cuma dapet yang 30% aja, diskriminasi :("	fashion
pegipegi_promo	PegiPegi Promo	Crazi Deals Hotel Bali Diskon Up to 76% https://t.co/iIx1SbQqzi	wisata
SobatDewi88	Dewi	Pakaian Wanita Ini Diskon 50% di Matahari Solo Square https://t.co/JFJcsNEmvf https://t.co/p4hf6E5pUU	fashion
mayonizeeee	whysoserious	@kei_is_crazy iyaaa sih dara kan baik bgt~ plingan gk tega minta diskonan ðŸ˜ðŸ˜ gk kyak eike yg modis (modal diskon) klo blnja ðŸ˜‚ðŸ˜‚ðŸ˜‚	
otomotifweekly	Tabloid OTOMOTIF	"Dainese dan Taichi Gelar Diskon, Sikat Bro! https://t.co/e8HO7HixgY https://t.co/nxpeFCNtLW"	
katalogpromosi	katalogpromosi	PERMATA BANK Belanja Pintar dengan Diskon dan Cashback Sepanjang Tahun* dengan Permata Hero Card https://t.co/brRCzRKwTf	lain-lain
esya7	Muhajjir Esyaputra	@mr_ias ah. I see. Keliatan nya aja ya intimidating. Gw juga tadi sekalian beli yang HG. Diskon 50% juga. Lagi banyak racun euy di Kidz.	
CHA_ENEN	Anime Babo	@KIMJYANA kapan lagi coba itu harga segitu.... hahahahha waktu nitip jiji aja itu cepet bgt abis gegara diskon gede jd ga dpt XDD	
Sir_MTanner	Mikhail	RT @Vladimir_Ancent: @Sir_MTanner minta diskon sir (?) https://t.co/ntKxIlIGN2	
nadiagrosir_05	Nadiagrosir	"RT @nadiagrosir_05: @PromoBantul nadiagrosir outlet02 jual baju anak branded dan lokal, area bantul jogja bisa merapat ada diskon menarik bâ€¦"	
nautronZR	N (à¸‡Â Ë™oË™)à¸§ P A L	ðŸ‘¦ bisa pake debit kan mbak? ðŸ‘§ terus kalo udah dipake kamu tinggal gitu aja? ðŸ‘¦... ðŸ‘§ jawab! ðŸ‘¦ *jadi price tag diskon* #KisahKasir	
ameliamiranti	Amelia Miranti	"@KartuPos hi Ken, mau tanya diskon $25 untuk anggota baru airbnb masih berlaku? Thanks ya!"	
katalogpromosi	katalogpromosi	DE LEILA promo Diskon up to 60%* dengan Kartu Kredit Bank MEGA https://t.co/OnS0kYAMVf	lain-lain
nungg_winda	Winnda2468	RT @ComicSunda: PROMO!!! DISKON KAOS COMICSUNDA DAN @awasSEUKEUT! INFO? CONTACT BBM: D5541FFB Line: @awasseukeut (pke @) https://t.co/0Az5Jâ€¦	fashion
palur_plasa	Palur Plasa	"Dalam rangka ulang tahun @teras_cfe yang ke-2,Diskon 15 % untuk smua food+drink khusus tgl 22 Nov' 2016. All day lâ€¦ https://t.co/nGae0iprwr"	kuliner
CRN_Karwoski	"Wazoski, Karen"	@CRN_Wilder [] ada lagi diskon beli tiga dapet satu	
pegipegi_promo	PegiPegi Promo	"Ada diskon hotel Rp 50.000 tanpa min transaksi, khusus untuk followers baru account LINE pegipegi! Yuk add sekarangâ€¦ https://t.co/Q67XnuhB60"	wisata
Giladiskon	Giladiskon Indonesia	"Sembako Clearance Sale Diskon hingga 60%,Info->Â https://t.co/Emjz3cbhr2"	kuliner
HG_Lami03	ë¼ë¯¸	@OSUmji98 kalo satu persen mah gabisa disebut diskon :( ayolah.. Jangan pelit-pelit ke undebut /?	
WiradikaSaputri	Wiradika Saputri	Aku mah apa atuh tergoyahkan dengan diskon akhir taon...	
Pebri_Inc	Pebri B	"RT @nurinadm: Diskon adalah harapan, murah adalah keyakinan."	
katalogpromosi	katalogpromosi	CLUB 21 Promo diskon 10% dengan Kartu Kredit UOB https://t.co/oVLyfVmVNo	lain-lain
Jonas_Photo	Jonas Photo ID	"Hai Tweeps, yg mau cetak banyak + dapet diskon ayo dtg besok ke @Jonas_Photo Banda dr pk 07.30-09.00. Only @Jonas_Photo Jl Banda-Bandung"	lain-lain
Santi_Namaku_	Nok-Santi	Syurga kak. Disini diskon segitu baru di desember ..ðŸ˜• https://t.co/Z8ZJ6DMGqH	
shallhar	Ibu Smith ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©	@Santi_Namaku_ diskon 70% smua gmn dong kaaaak	
fatiyah_h	ody	Diskon haha https://t.co/2UyS4Sdw15	
snrprivat	snrprivat	Haloo kita ada promo les privat / privat grup bulan desember free regist! dan diskon 20% untuk 3 bulan kedepan :)	lain-lain
Deria44	Deria	"RT @si_wel: #KisahKasir ðŸ‘§ kakak punya line? ðŸ‘¦ ada mba, idnya si_wel ðŸ‘§ bisa add alfamart buat dpt diskon 10% ðŸ‘¦ yah kirain mo ajak video calâ€¦"	
cyvjng	â¥yoojung	@sunswendy nah dapet diskon dong/?	
ORORI	ORORI	Diskon 20%+ 10% untuk rangka cincin pada Design My Own. Klik https://t.co/56uDqnOfuW https://t.co/fcOJ6wCSln	lain-lain
NAVYS_STORE	Navy's Store	"Diskon 50% masih berlangsung, loh! Jangan sampai kamu kelewatan, ya. https://t.co/VCRrfMWwJG"	lain-lain
dwipa_ad	Dwipa	"Setelah susah payah melewati lorong mall yang berisi ibu ibu mabok diskon, akhirnya aku menemukanmu. Mari begadangâ€¦ https://t.co/L2psRRAtXE"	
MatahariMallCom	MatahariMall.com	Ada special deals dari Kotex nih MMallGoers! Diskon hingga 77% di https://t.co/LMeY7oEx4b! Beli Aja:â€¦ https://t.co/ksGyOiwasD	lain-lain
maddoginfected	Maddog Infectedâ„¢	Dapatkan kupon diskon 20% #MADDOGINFECTED di @ArjesKitchen | Belakang Kampus UNS - Barat RSJ Solo| Open 09.00-22.00 https://t.co/CD2MgAcaan	lain-lain
desiariasihm	desdos	berburu diskon ðŸ’¸ðŸ’¸ (with Evi Meiliani at Panakkukang Square) â€” https://t.co/kI58EkmaE5	
svanrhda	sivaaaaa_	Tak bisa lihaat diskonðŸ™ŠðŸ™Š kempes isi dumpet (at Giant Ekstra Alaya Samarinda) â€” https://t.co/14vdRadmPH	
cyvjng	â¥yoojung	@sunswendy harus ada diskon buat anak kecil:(	
aesscngji	Jieun.	"Mari kita per halus, Aya diskon? Bade meser mun aya mah, teh. Haha https://t.co/O1LqzRJ67K"	
maddoginfected	Maddog Infectedâ„¢	Dapatkan kupon diskon 20% #MADDOGINFECTED di @RetrogfBarber | Jln Kebangkitan Nasional 45B Surakarta https://t.co/VOpRB2K70Z	lain-lain
anggarakasiwi13	AnggaRakasiwiPradana	RT @Ria_Bilqis: @milkteabunda @GrowNHealth cus order yuk mumpung diskon	
